value,interval_ms,id,delta,repeat_count,label
24.773616783399497,106.45966931587407,2,0.19467858999551169,0,0
23.92158189047178,107.24881862355667,3,0.14785244768160766,0,0
25.31398306996322,96.85877493852016,1,0.0,20,3
28.727808800407857,94.34216935134634,3,0.2967087975018572,0,0
24.493360594354343,111.81669288166574,99,0.8849221969131449,0,4
22.959996386025107,93.12050812905193,2,0.504045796930864,0,0
29.658798514463545,108.00305069015008,2,0.39749496610793145,0,0
30.459679201711804,93.21527557297777,3,0.11013381289412294,0,0
24.90373310023248,89.07658450382783,1,0.29955090257882944,0,0
29.156773420840935,109.2902277426422,2,0.19474707033092997,0,0
18.38894277218856,111.85620513061598,1,0.2560195030614629,0,0
21.397247150590616,95.438242347465,2,0.42963361228680697,0,0
28.53403275583408,107.95319774899393,2,0.19726890691091725,0,0
28.584186241888805,90.48768777886254,2,0.41418878205572796,0,0
20.82731807321005,100.70116442412913,77,5.46256579903347,0,4
20.999369065686196,8.871297750495936,3,0.8132138506126196,0,2
-78.69242257746382,103.77700698771977,2,257.6992140593221,0,1
24.39963746598761,104.46241341685055,1,0.38430398273386857,0,0
31.660203283367068,114.93353163460193,3,0.44886787576677634,0,0
22.01126914910422,101.86434261482755,3,0.3295831437516199,0,0
31.731554819574267,87.57921205837634,1,0.017015329367520593,1,0
22.5,87.17045151508172,1,0.2969706074341474,0,0
21.22112621365994,98.70506290938673,9,4.071429195847561,0,4
20.329185867639538,109.37353395161782,77,5.570590179356461,0,4
21.691607337641305,91.33377827674113,1,0.4997701023839767,0,0
27.893829606886293,100.99236466973896,99,0.13636421610737415,0,4
22.92211301779165,85.04695315574419,3,0.3854379390602709,0,0
25.757389324926805,91.43019638028927,77,3.6084249891844884,0,4
26.850623811686436,94.27972673074669,2,0.09060860078815836,0,0
27.120917074670324,113.157347187581,1,0.037618035604339184,1,0
26.33973408440442,88.43943409066529,42,2.6785042921843853,0,4
29.75659025309958,89.16879715746748,2,0.29764168720990725,0,0
29.965264977474842,90.568121918663,3,0.1343408759299045,0,0
28.07050269121126,112.54855106139874,2,0.26440004299919195,0,0
30.95853399512366,113.41262640926666,1,0.17258575880589433,0,0
29.109029285356016,109.37421463132515,2,0.09925733921361868,0,0
21.041577714344104,99.9343752410287,2,0.04644215754325742,2,0
17.262855086221094,93.91365146869525,1,0.2628550862210943,0,0
27.92736250381796,96.39879856779258,1,0.011667805924279406,1,0
29.307373363252058,100.04324421093732,3,0.34736581387126364,0,0
21.46247035616979,112.49467453346543,2,0.40052476553800886,0,0
32.03635588429398,111.1485053898655,1,0.14032118869706522,0,0
31.90471518570666,99.86377578708833,2,0.5952848142933398,0,0
21.144454073238734,110.51044003359686,3,0.3866158641797064,0,0
25.165483964196824,112.39689058837811,2,0.04603572252122845,1,0
21.67982360438991,94.75312046295097,2,0.2114130744905225,0,0
17.69379471322038,96.31852489313869,2,0.2769081228607426,0,0
26.464701500702517,109.85590778744526,3,0.5659950595399401,0,0
23.549693465659278,114.2761258835061,2,0.48631330226478653,0,0
212.04671322680974,93.26524059795986,3,18.138047550843964,0,1
23.805661329472162,91.52842073346477,1,0.0,27,3
23.336873914838634,107.78194787253891,1,0.2736603286456436,0,0
23.934627611750507,112.5026800935624,2,0.07902214489280723,0,0
29.860281003212457,91.80611548994483,2,0.2460414267159976,0,0
30.0,102.39211344819316,1,0.3120613155316434,0,0
25.31398306996322,88.38135048246727,3,0.0,6,3
32.02045452015878,110.88022210995668,1,0.3872264957728291,0,0
23.74653091653261,85.50499959581684,42,4.50438369144582,0,4
25.605087340779733,8.728794695023018,3,4.329113755045945,0,2
21.389871818177113,86.1825275536109,3,0.3487819207390821,0,0
28.675245675134093,98.96460917319098,2,0.2139763575584297,0,0
20.0,94.73314685905198,3,0.004666556149526713,2,0
23.0223513234249,96.25989723758806,3,0.1064778265575832,0,0
17.0,85.32987485975441,2,0.18170446602223578,0,0
27.06844357429098,113.12401563441233,42,0.7687800000479399,0,4
27.444883899492662,88.16928546610725,42,0.11816419948597812,0,4
26.864635605955865,106.62448949424747,2,0.10694248317628308,0,0
27.732611520799885,112.17963718776745,77,0.23422493993037818,0,4
30.569813014605927,100.93328267632467,2,0.23972746615033458,0,0
-51.55703322661058,102.89338746696534,3,13.349845432178633,0,1
26.088050281862355,90.43549837150249,1,0.5262357401677562,0,0
20.439993290381384,87.5406502562592,2,0.3491287515517847,0,0
24.443381499713716,102.90555630663277,3,0.3253494450197998,0,0
21.452023822565472,86.48843120016512,3,0.3150257318972898,0,0
22.143279850867817,85.87509290935793,2,0.08555757481628135,0,0
27.31904199013032,5.828808837420483,1,0.4508298302073577,0,2
20.577813624554693,96.8539272283451,1,0.1737991248267754,0,0
30.059954054110463,92.65261667264194,1,0.1968889454398024,0,0
22.71650098464655,107.70367668707192,1,0.4722119656719812,0,0
-89.46772011822317,93.25773593332949,3,33.482283268894676,0,1
20.639764468098186,94.377940747249,3,0.3120066539545192,0,0
23.82434146598105,94.3111266732436,1,0.07468193401424728,0,0
26.310657781676962,5.382681868965133,2,2.0701359295320394,0,2
22.43884302775664,93.30442923373917,3,0.4319710829360197,0,0
29.702732277728884,99.61048121548718,3,0.2827711920136373,0,0
-90.2366532404473,103.25152650449577,1,35.192758273470844,0,1
23.450332314013636,91.36243712432133,3,0.2216701966572039,0,0
22.9831315265724,90.88293138215178,2,0.02155073026549914,1,0
21.084812575664156,113.83837727102159,77,4.137480372039128,0,4
22.062281374301556,99.2619211559165,77,4.60773395250709,0,4
27.28206970444576,103.68223829132432,1,0.5871958475926036,0,0
21.562123378462886,100.83436324886863,1,0.45940378881369526,0,0
28.227134683549213,93.53624157030801,3,0.5691724261567117,0,0
22.2494493074072,109.84747757311655,1,0.006945063299639287,3,0
24.740581966428795,101.50679626468785,3,0.36719105973018884,0,0
179.00679148185827,92.65693650755696,1,276.32193208488957,0,1
22.04446367065663,2.7676576446402956,1,6.883842591975764,0,2
24.84440478694652,111.59141085880425,2,0.11066635871260644,0,0
29.86306510867066,96.31755957147087,3,0.5243391046904335,0,0
23.0589873471883,98.79401271307961,2,0.33691390328212734,0,0
23.4953102004256,104.31723871203295,1,0.46324093545690914,0,0
25.961460320398686,87.66788568265072,2,0.11891919012330376,0,0
25.276094548190255,94.70114686346562,3,0.36975921033750936,0,0
20.423497474764144,5.808763731724054,1,8.460016295711274,0,2
22.902477690333093,111.21095780399035,1,0.13508816201378337,0,0
25.62993597824258,105.86401620069586,3,0.1245927700688938,0,0
31.41261759232644,103.86715434770845,1,0.25201512882702914,0,0
22.89250607997953,111.90985868093233,3,0.30153470924852144,0,0
32.218404646299334,114.18569814131028,1,0.4235807628361634,0,0
31.123211072338833,93.22162622288643,2,0.062135140470832795,0,0
27.946131941682093,90.38953653866025,3,0.12859310822231862,0,0
31.370074220777344,90.47989146571041,1,0.24355879625357346,0,0
27.36139318972109,95.91176563407052,3,0.0821666425881844,0,0
23.616450730499395,102.52674366495154,2,0.0036819871584334862,1,0
27.993998663831107,94.98018959590972,3,0.32770816994053575,0,0
-57.902077279082576,91.49471701798352,1,293.6790672470305,0,1
23.16718751578992,111.9591678490331,1,0.0277897797811697,1,0
28.46898546543156,109.37240972871702,2,0.40451681462712585,0,0
26.345530742776006,102.17821698646067,1,0.41557074858695486,0,0
29.631853895298903,3.8154060261344966,3,7.215611177675058,0,2
20.17458633648567,86.88722428054072,3,0.5396124804784037,0,0
25.983322354067504,95.40876851132758,2,0.13858102355247937,0,0
20.43520185355763,100.02609860146497,2,0.0,20,3
17.0,93.55285506081542,2,0.0,2,0
20.148631086292383,110.70189839517693,2,0.05803320537739509,0,0
22.222340384283847,96.68304040233019,3,0.4286572359985392,0,0
24.319875924251573,86.70145414846677,9,0.5416930858025246,0,4
22.259783846551834,6.574950175174986,2,2.2124190054718085,0,2
31.281599116750797,102.55584356178562,3,0.13143421170487812,0,0
31.546826046566217,95.40280215760205,2,0.03686126625570907,1,0
22.657269627329622,95.48519116260456,1,0.13023272723576085,0,0
20.597977136441116,99.71363225559354,2,0.24726973756563808,0,0
28.593883592455093,93.7144481682683,2,0.3814975512559968,0,0
31.989900655709334,97.20637187874013,3,0.5878705946878497,0,0
24.05225782929334,0.879355798023288,1,3.5702354088349715,0,2
24.85999219981831,109.75925207268948,1,0.5219990532613323,0,0
250.04542943223095,111.03485506494798,1,16.79912920434873,0,1
29.701644645240858,7.431259727296707,2,7.829858555355955,0,2
23.722021461182706,91.14040327171853,2,0.0029521774246781263,1,0
24.735459476230492,95.02149897006308,2,0.1455509388595324,0,0
24.8897200013476,91.35394449644508,1,0.3292025003375336,0,0
-59.50641904793361,101.96330498696028,3,25.186148406137654,0,1
23.805661329472162,101.26125953661847,3,0.0,20,3
-58.98274924762348,99.84827625705907,3,29.290045714973864,0,1
22.122378937738794,88.76458890397453,2,0.3009235790532685,0,0
17.757409928758985,110.04790710397897,1,0.4327727111126123,0,0
24.54351092114324,105.40422315280901,1,0.23696575400314046,0,0
22.075868357517052,87.45815317114439,1,0.008363849809438051,1,0
26.59702939560257,97.86284523110513,1,0.0,4,3
22.097278046156628,88.90953964273872,3,0.4176237810311392,0,0
23.55796830630351,94.44799682376798,1,0.45465737509542237,0,0
25.667275672630634,104.23258310746479,3,0.5142666394729645,0,0
20.160137196015146,106.11571274902994,2,0.15925425449832176,0,0
21.12935614929428,88.31422339394184,3,0.3134674250780378,0,0
25.26986218326428,85.85555481733877,2,0.0,47,3
27.622467650167145,6.0358764858638665,2,5.573307325007146,0,2
18.638727585650628,100.60204063533432,3,0.22594670869270672,0,0
30.568354866951438,114.95851957493154,3,0.5389349482658972,0,0
27.893796334619246,2.09697422314921,3,1.0662705612196532,0,2
31.576344881623093,109.71405249761614,1,0.041064491917495616,1,0
23.91631955953817,8.135726601364556,3,3.2786969909394905,0,2
30.907783648814448,110.76441744024571,3,0.17943575721848504,0,0
208.79342102132284,88.17336720682201,1,33.42018728977445,0,1
27.71313633225014,4.409360227542499,2,4.235486123103861,0,2
22.49483586530782,112.28706830033762,2,0.0,1,3
28.848728405463085,9.819866953471513,3,2.158618158167698,0,2
